Title,Director,Cast,Year,Language,movie_info
Madhumati,Raaj Sreedhar,"Udaya Bhanu, Vishnu Priyan, Siva Kumar, Diksha",2013,Telugu,"Movie Title: Madhumati. Directed by: Raaj Sreedhar. Starring: Udaya Bhanu, Vishnu Priyan, Siva Kumar, Diksha. Released in: 2013."
Second Hand,Kishore Tirumala,"Dhanya Balakrishna, Sudheer Verma, Kireeti Damaraju, Vishnuvardhan, Anuj Ram",2013,Telugu,"Movie Title: Second Hand. Directed by: Kishore Tirumala. Starring: Dhanya Balakrishna, Sudheer Verma, Kireeti Damaraju, Vishnuvardhan, Anuj Ram. Released in: 2013."
Bunny n Cherry,Rajesh Puli,"Prince, Mahat Raghavendra, Kriti, Saba, Brahmanandam",2013,Telugu,"Movie Title: Bunny n Cherry. Directed by: Rajesh Puli. Starring: Prince, Mahat Raghavendra, Kriti, Saba, Brahmanandam. Released in: 2013."
Manushulatho Jagratha,Govinda Varaha,"Rajendra Prasad, Naresh",2013,Telugu,"Movie Title: Manushulatho Jagratha. Directed by: Govinda Varaha. Starring: Rajendra Prasad, Naresh. Released in: 2013."
D for Dopidi,Siraj Kalla,"Varun Sandesh, Sundeep Kishan, Naveen Polishetty, Rakesh Rachakonda, Melanie Kannokada",2013,Telugu,"Movie Title: D for Dopidi. Directed by: Siraj Kalla. Starring: Varun Sandesh, Sundeep Kishan, Naveen Polishetty, Rakesh Rachakonda, Melanie Kannokada. Released in: 2013."
Uyyala Jampala,Virinchi Varma,"Raj Tarun, Avika Gor, Punarnavi Bhupalam, Peela Gangadhar",2013,Telugu,"Movie Title: Uyyala Jampala. Directed by: Virinchi Varma. Starring: Raj Tarun, Avika Gor, Punarnavi Bhupalam, Peela Gangadhar. Released in: 2013."
Biskett,Anil Gopi Reddy,"Arvind Krishna, Dimple Chopade",2013,Telugu,"Movie Title: Biskett. Directed by: Anil Gopi Reddy. Starring: Arvind Krishna, Dimple Chopade. Released in: 2013."
Celebrity,KVM Krishna,"Ammu Prasad, Viswadha, Bindu, Deepesh Reddy, Sai Kanth",2014,Telugu,"Movie Title: Celebrity. Directed by: KVM Krishna. Starring: Ammu Prasad, Viswadha, Bindu, Deepesh Reddy, Sai Kanth. Released in: 2014."
Kshatriya,K. Uday Chandu,"Srikanth, Kumkum, Kota Srinivasa Rao, Rao Ramesh",2014,Telugu,"Movie Title: Kshatriya. Directed by: K. Uday Chandu. Starring: Srikanth, Kumkum, Kota Srinivasa Rao, Rao Ramesh. Released in: 2014."
Yevadu,Vamsi Paidipally,"Ram Charan Teja, Allu Arjun, Kajal Agarwal, Shruti Hassan, Sai Kumar, Amy Jackson",2014,Telugu,"Movie Title: Yevadu. Directed by: Vamsi Paidipally. Starring: Ram Charan Teja, Allu Arjun, Kajal Agarwal, Shruti Hassan, Sai Kumar, Amy Jackson. Released in: 2014."
Veerangam,Vemuganti,"Suman, Shyamala, Ashish Vidyarthi, Kota Srinivasa Rao",2012,Telugu,"Movie Title: Veerangam. Directed by: Vemuganti. Starring: Suman, Shyamala, Ashish Vidyarthi, Kota Srinivasa Rao. Released in: 2012."
Anukokunda,Raja Narendra,"Shiva, Yogesh, Mythili, Maheshwari",2012,Telugu,"Movie Title: Anukokunda. Directed by: Raja Narendra. Starring: Shiva, Yogesh, Mythili, Maheshwari. Released in: 2012."
Rushi,Raj Madiraju,"Arvind Krishna, Supriya",2012,Telugu,"Movie Title: Rushi. Directed by: Raj Madiraju. Starring: Arvind Krishna, Supriya. Released in: 2012."
Udatha Udatha Ooch,Murali Ganesh,"Sunil-Lee Akshay, Ali, Brahmanandam",2010,Telugu,"Movie Title: Udatha Udatha Ooch. Directed by: Murali Ganesh. Starring: Sunil-Lee Akshay, Ali, Brahmanandam. Released in: 2010."
Bindaas,Veeru Potla,"Manoj Manchu, Sheena Shahabadi",2010,Telugu,"Movie Title: Bindaas. Directed by: Veeru Potla. Starring: Manoj Manchu, Sheena Shahabadi. Released in: 2010."
Kedi,Kiran Kumar,"Nagarjuna, Mamta Mohandas, Chitrangada Singh",2010,Telugu,"Movie Title: Kedi. Directed by: Kiran Kumar. Starring: Nagarjuna, Mamta Mohandas, Chitrangada Singh. Released in: 2010."
Joy,B. R. Varma,"Avitej, Trinath, Vainavi, Parvati",2010,Telugu,"Movie Title: Joy. Directed by: B. R. Varma. Starring: Avitej, Trinath, Vainavi, Parvati. Released in: 2010."
Leader,Sekhar Kammula,"Rana Daggubati, Richa Gangopadhyay, Priya Anand",2010,Telugu,"Movie Title: Leader. Directed by: Sekhar Kammula. Starring: Rana Daggubati, Richa Gangopadhyay, Priya Anand. Released in: 2010."
Kalavar King,Suresh,"Nikhil Siddharth, Shweta Prasad, Ali, Ajay, Y. Kasi Viswanath, Pragathi",2010,Telugu,"Movie Title: Kalavar King. Directed by: Suresh. Starring: Nikhil Siddharth, Shweta Prasad, Ali, Ajay, Y. Kasi Viswanath, Pragathi. Released in: 2010."
Seeta Ramula Kalyanam Lankalo,Eshwar,"Nitin, Hansika Motwani, Brahmanandam",2010,Telugu,"Movie Title: Seeta Ramula Kalyanam Lankalo. Directed by: Eshwar. Starring: Nitin, Hansika Motwani, Brahmanandam. Released in: 2010."
Ye Maaya Chesave,Gautham Vasudev Menon,"Naga Chaitanya, Samantha Ruth Prabhu, Krishnudu",2010,Telugu,"Movie Title: Ye Maaya Chesave. Directed by: Gautham Vasudev Menon. Starring: Naga Chaitanya, Samantha Ruth Prabhu, Krishnudu. Released in: 2010."
High School,Narasimha Nandi,"Kiran Rathod, Karthik",2010,Telugu,"Movie Title: High School. Directed by: Narasimha Nandi. Starring: Kiran Rathod, Karthik. Released in: 2010."
Sadhyam,Karthikeya Gopalakrishna,"Jagapati Babu, Priyamani",2010,Telugu,"Movie Title: Sadhyam. Directed by: Karthikeya Gopalakrishna. Starring: Jagapati Babu, Priyamani. Released in: 2010."
Dasanna,DSP,"Srihari, Meena, Suman",2010,Telugu,"Movie Title: Dasanna. Directed by: DSP. Starring: Srihari, Meena, Suman. Released in: 2010."
Prema Rajyam,Moolapati,"Ramkiran, Meerakrishna",2010,Telugu,"Movie Title: Prema Rajyam. Directed by: Moolapati. Starring: Ramkiran, Meerakrishna. Released in: 2010."
Tik Tik Tik,Arunakanth,"Krishna Bhagawan, Sairabanu, Sharif",2010,Telugu,"Movie Title: Tik Tik Tik. Directed by: Arunakanth. Starring: Krishna Bhagawan, Sairabanu, Sharif. Released in: 2010."
Aakasa Ramanna,G. Ashok,"Allari Naresh, Sivaji, Rajiv Kanakala",2010,Telugu,"Movie Title: Aakasa Ramanna. Directed by: G. Ashok. Starring: Allari Naresh, Sivaji, Rajiv Kanakala. Released in: 2010."
Inkosaari,Suman Pathuri,"Raja, Manjari Phadnis, Richa Pallod",2010,Telugu,"Movie Title: Inkosaari. Directed by: Suman Pathuri. Starring: Raja, Manjari Phadnis, Richa Pallod. Released in: 2010."
Sandadi,Mani,"Sasi Pawan, Suhasini, Keerthi",2010,Telugu,"Movie Title: Sandadi. Directed by: Mani. Starring: Sasi Pawan, Suhasini, Keerthi. Released in: 2010."
Kaluva,M. Sridhar,"Chakri, Rupa Kaur, Fharzana",2010,Telugu,"Movie Title: Kaluva. Directed by: M. Sridhar. Starring: Chakri, Rupa Kaur, Fharzana. Released in: 2010."
Namo Venkatesa,Seenu Vytla,"Venkatesh, Trisha Krishnan, Brahmanandam",2010,Telugu,"Movie Title: Namo Venkatesa. Directed by: Seenu Vytla. Starring: Venkatesh, Trisha Krishnan, Brahmanandam. Released in: 2010."
Jagadguru Sri Shiridi Saibaba,G. Ramakrishna,"B. V. Reddy, Suman",2009,Telugu,"Movie Title: Jagadguru Sri Shiridi Saibaba. Directed by: G. Ramakrishna. Starring: B. V. Reddy, Suman. Released in: 2009."
Arya 2,Sukumar,"Allu Arjun, Kajal Agarwal, Navdeep",2009,Telugu,"Movie Title: Arya 2. Directed by: Sukumar. Starring: Allu Arjun, Kajal Agarwal, Navdeep. Released in: 2009."
Dill Boss,Gankidi Raghavender Reddy,"Fayaz, Srinivas, Srithik, Bhargav, Sandeep",2009,Telugu,"Movie Title: Dill Boss. Directed by: Gankidi Raghavender Reddy. Starring: Fayaz, Srinivas, Srithik, Bhargav, Sandeep. Released in: 2009."
Pravarakhyudu,Madan,"Jagapati Babu, Priyamani",2009,Telugu,"Movie Title: Pravarakhyudu. Directed by: Madan. Starring: Jagapati Babu, Priyamani. Released in: 2009."
Amaravathi,Ravi Babu,"Bhoomika Chawla, Taraka Ratna, Sneha, Sindhura Gadde",2009,Telugu,"Movie Title: Amaravathi. Directed by: Ravi Babu. Starring: Bhoomika Chawla, Taraka Ratna, Sneha, Sindhura Gadde. Released in: 2009."
Bumper Offer,Jaya Ravindra,"Sairam Shankar, Bindu Madhavi, Sayaji Shinde",2009,Telugu,"Movie Title: Bumper Offer. Directed by: Jaya Ravindra. Starring: Sairam Shankar, Bindu Madhavi, Sayaji Shinde. Released in: 2009."
Shambo Shiva Shambo,Samudrakani,"Ravi Teja, Allari Naresh, Siva Balaji, Priyamani, Abhinaya",2010,Telugu,"Movie Title: Shambo Shiva Shambo. Directed by: Samudrakani. Starring: Ravi Teja, Allari Naresh, Siva Balaji, Priyamani, Abhinaya. Released in: 2010."
Saleem,Y. V. S. Chowdary,"Vishnu Manchu, Ileana D'Cruz, Mohan Babu",2009,Telugu,"Movie Title: Saleem. Directed by: Y. V. S. Chowdary. Starring: Vishnu Manchu, Ileana D'Cruz, Mohan Babu. Released in: 2009."
Posani Gentleman,Posani Krishna Murali,"Posani Krishna Murali, Aarthi Agarwal, Natasha",2009,Telugu,"Movie Title: Posani Gentleman. Directed by: Posani Krishna Murali. Starring: Posani Krishna Murali, Aarthi Agarwal, Natasha. Released in: 2009."
Maa Nanna Chiranjeevi,Arun Prasad,"Jagapati Babu, Neelima, Athulith, Brahmanandam",2010,Telugu,"Movie Title: Maa Nanna Chiranjeevi. Directed by: Arun Prasad. Starring: Jagapati Babu, Neelima, Athulith, Brahmanandam. Released in: 2010."
Premistu,Raghavendra,"Ramana, Swathi",2010,Telugu,"Movie Title: Premistu. Directed by: Raghavendra. Starring: Ramana, Swathi. Released in: 2010."
Yugalageetham,Sivaji,"Srikar, Abhishek, Chandu",2010,Telugu,"Movie Title: Yugalageetham. Directed by: Sivaji. Starring: Srikar, Abhishek, Chandu. Released in: 2010."
Om Shanti,Prakash Dantuluri,"Navdeep, Kajal Aggarwal",2010,Telugu,"Movie Title: Om Shanti. Directed by: Prakash Dantuluri. Starring: Navdeep, Kajal Aggarwal. Released in: 2010."
Adhurs,V. V. Vinayak,"NTR Jr, Nayantara, Sheela, Mahesh Manjrekar",2010,Telugu,"Movie Title: Adhurs. Directed by: V. V. Vinayak. Starring: NTR Jr, Nayantara, Sheela, Mahesh Manjrekar. Released in: 2010."
Kasko,G. Nageswara Reddy,"Vaibhav, Swetha Basu Prasad, Gowri Pandit",2009,Telugu,"Movie Title: Kasko. Directed by: G. Nageswara Reddy. Starring: Vaibhav, Swetha Basu Prasad, Gowri Pandit. Released in: 2009."
Kurradu,Sandeep Gunnam,"Varun Sandesh, Neha Sharma",2009,Telugu,"Movie Title: Kurradu. Directed by: Sandeep Gunnam. Starring: Varun Sandesh, Neha Sharma. Released in: 2009."
Yagam,P. A. Arun Prasad,"Navdeep, Bhoomika Chawla, Kim Sharma",2010,Telugu,"Movie Title: Yagam. Directed by: P. A. Arun Prasad. Starring: Navdeep, Bhoomika Chawla, Kim Sharma. Released in: 2010."
Maro Charitra,Ravi Yadav,"Varun Sandesh, Anita Galler, Shraddha Das",2010,Telugu,"Movie Title: Maro Charitra. Directed by: Ravi Yadav. Starring: Varun Sandesh, Anita Galler, Shraddha Das. Released in: 2010."
Siva Manasulo Sruthi,Thathineni Satya,"Sudheer Babu, Regina Cassandra",2012,Telugu,"Movie Title: Siva Manasulo Sruthi. Directed by: Thathineni Satya. Starring: Sudheer Babu, Regina Cassandra. Released in: 2012."
Jhummandi Naadam,K.Raghavendra Rao,"Manoj Manchu, Taapsee Pannu, Mohan Babu",2010,Telugu,"Movie Title: Jhummandi Naadam. Directed by: K.Raghavendra Rao. Starring: Manoj Manchu, Taapsee Pannu, Mohan Babu. Released in: 2010."
Veera Telangana,R.Narayana Murthy,"R. Narayana Murthy, Vijayaranga Raju",2010,Telugu,"Movie Title: Veera Telangana. Directed by: R.Narayana Murthy. Starring: R. Narayana Murthy, Vijayaranga Raju. Released in: 2010."
Em Pillo Em Pillado,Chowdary,"Tanish, Pranitha, Charanraj",2010,Telugu,"Movie Title: Em Pillo Em Pillado. Directed by: Chowdary. Starring: Tanish, Pranitha, Charanraj. Released in: 2010."
Sneha Geetham,Madhura Sreedhar,"Chitralekha, Anil, Gundu Hanumantha Rao",2010,Telugu,"Movie Title: Sneha Geetham. Directed by: Madhura Sreedhar. Starring: Chitralekha, Anil, Gundu Hanumantha Rao. Released in: 2010."
Shubhapradham,K. Viswanath,"Allari Naresh, Manjari Phadnis, Sarath Babu",2010,Telugu,"Movie Title: Shubhapradham. Directed by: K. Viswanath. Starring: Allari Naresh, Manjari Phadnis, Sarath Babu. Released in: 2010."
Vedam,Radhakrishna Jagarlamudi,"Allu Arjun, Anushka Shetty, Manoj Manchu, Manoj Bajpayee",2010,Telugu,"Movie Title: Vedam. Directed by: Radhakrishna Jagarlamudi. Starring: Allu Arjun, Anushka Shetty, Manoj Manchu, Manoj Bajpayee. Released in: 2010."
Maryada Ramanna,S. S. Rajamouli,"Sunil, Saloni Aswani, Nagineedu",2010,Telugu,"Movie Title: Maryada Ramanna. Directed by: S. S. Rajamouli. Starring: Sunil, Saloni Aswani, Nagineedu. Released in: 2010."
Don Seenu,Gopichand,"Ravi Teja, Shriya Saran, Anjana Sukhani, Srihari",2010,Telugu,"Movie Title: Don Seenu. Directed by: Gopichand. Starring: Ravi Teja, Shriya Saran, Anjana Sukhani, Srihari. Released in: 2010."
Puli,S. J. Surya,"Pawan Kalyan, Nikesha Patel, Manoj Bajpayee",2010,Telugu,"Movie Title: Puli. Directed by: S. J. Surya. Starring: Pawan Kalyan, Nikesha Patel, Manoj Bajpayee. Released in: 2010."
Saradagaa Kasepu,Vamsi,"Allari Naresh, Madhurima, Srinivas Avasarala",2010,Telugu,"Movie Title: Saradagaa Kasepu. Directed by: Vamsi. Starring: Allari Naresh, Madhurima, Srinivas Avasarala. Released in: 2010."
Khaleja,Trivikram Srinivas,"Mahesh Babu, Anushka Shetty, Prakash Raj",2010,Telugu,"Movie Title: Khaleja. Directed by: Trivikram Srinivas. Starring: Mahesh Babu, Anushka Shetty, Prakash Raj. Released in: 2010."
Brindavanam,Vamsi Paidipally,"NTR Jr, Kajal Aggarwal, Samantha",2010,Telugu,"Movie Title: Brindavanam. Directed by: Vamsi Paidipally. Starring: NTR Jr, Kajal Aggarwal, Samantha. Released in: 2010."
Rakta Charitra,Ram Gopal Varma,"Vivek Oberoi, Sudeep, Radhika Apte",2010,Telugu,"Movie Title: Rakta Charitra. Directed by: Ram Gopal Varma. Starring: Vivek Oberoi, Sudeep, Radhika Apte. Released in: 2010."
Maa Annayya Bangaram,Jonnalagadda Srinivas,"Rajasekhar, Kamalinee Mukherjee, Rohit",2010,Telugu,"Movie Title: Maa Annayya Bangaram. Directed by: Jonnalagadda Srinivas. Starring: Rajasekhar, Kamalinee Mukherjee, Rohit. Released in: 2010."
Taj Mahal,Arun Singaraju,"Sivaji, Shruthi",2010,Telugu,"Movie Title: Taj Mahal. Directed by: Arun Singaraju. Starring: Sivaji, Shruthi. Released in: 2010."
Golimaar,Puri Jagannadh,"Gopichand, Priyamani, Nassar",2010,Telugu,"Movie Title: Golimaar. Directed by: Puri Jagannadh. Starring: Gopichand, Priyamani, Nassar. Released in: 2010."
Andari Bandhuvaya,Chandra Siddhartha,"Sharwanand, Padmapriya, Naresh",2010,Telugu,"Movie Title: Andari Bandhuvaya. Directed by: Chandra Siddhartha. Starring: Sharwanand, Padmapriya, Naresh. Released in: 2010."
My Name is Amrutha,M. Anthony,"Baby Gayathri, Bhanupriya, Bhanuchander",2010,Telugu,"Movie Title: My Name is Amrutha. Directed by: M. Anthony. Starring: Baby Gayathri, Bhanupriya, Bhanuchander. Released in: 2010."
Varudu,Gunasekhar,"Allu Arjun, Arya, Bhanu Mehra",2010,Telugu,"Movie Title: Varudu. Directed by: Gunasekhar. Starring: Allu Arjun, Arya, Bhanu Mehra. Released in: 2010."
Anaganaga Oka Aranyam,G. Shekar Chandra,"Kaushal, Ekta Trivedi, Srirekha",2010,Telugu,"Movie Title: Anaganaga Oka Aranyam. Directed by: G. Shekar Chandra. Starring: Kaushal, Ekta Trivedi, Srirekha. Released in: 2010."
Srimathi Kalyanam,Sival,"Vadde Naveen, Sangeetha, Venu Madhav",2010,Telugu,"Movie Title: Srimathi Kalyanam. Directed by: Sival. Starring: Vadde Naveen, Sangeetha, Venu Madhav. Released in: 2010."
Betting Bangarraju,Satti Babu,"Allari Naresh, Nidhi",2010,Telugu,"Movie Title: Betting Bangarraju. Directed by: Satti Babu. Starring: Allari Naresh, Nidhi. Released in: 2010."
Mouna Ragam,Vijay Balaji,"Tanish, Madhuurima, Suhasini",2010,Telugu,"Movie Title: Mouna Ragam. Directed by: Vijay Balaji. Starring: Tanish, Madhuurima, Suhasini. Released in: 2010."
Young India,Dasari Narayana Rao,"Pradyumna, Arvind Krishna, Soumya Bollapragada",2010,Telugu,"Movie Title: Young India. Directed by: Dasari Narayana Rao. Starring: Pradyumna, Arvind Krishna, Soumya Bollapragada. Released in: 2010."
Police Police,Manmohan,"Prithviraj, Sriram, Kamalini Mukherjee, Sanjana",2010,Telugu,"Movie Title: Police Police. Directed by: Manmohan. Starring: Prithviraj, Sriram, Kamalini Mukherjee, Sanjana. Released in: 2010."
Madhanudu,Joe,"Swati Rachana, Aarmugam",2010,Telugu,"Movie Title: Madhanudu. Directed by: Joe. Starring: Swati Rachana, Aarmugam. Released in: 2010."
Prasthanam,Deva Katta,"Sharwanand, Sai Kumar, Sundeep Kishan",2010,Telugu,"Movie Title: Prasthanam. Directed by: Deva Katta. Starring: Sharwanand, Sai Kumar, Sundeep Kishan. Released in: 2010."
Darling,Karunakaran,"Prabhas, Kajal Aggarwal, Shraddha Das",2010,Telugu,"Movie Title: Darling. Directed by: Karunakaran. Starring: Prabhas, Kajal Aggarwal, Shraddha Das. Released in: 2010."
Buridi,E. V. V. Satyanarayana,"Aryan Rajesh, Aishwarya",2010,Telugu,"Movie Title: Buridi. Directed by: E. V. V. Satyanarayana. Starring: Aryan Rajesh, Aishwarya. Released in: 2010."
Glamour,P. Satya Reddy,"Karishma Kotak, Kavitha",2010,Telugu,"Movie Title: Glamour. Directed by: P. Satya Reddy. Starring: Karishma Kotak, Kavitha. Released in: 2010."
Simha,Boyapati Srinu,"Balakrishna, Nayantara, Sneha Ullal, Namitha",2010,Telugu,"Movie Title: Simha. Directed by: Boyapati Srinu. Starring: Balakrishna, Nayantara, Sneha Ullal, Namitha. Released in: 2010."
1940 Lo Oka Gramam,Narasimha Nandi,"Bala Aditya, Shree",2010,Telugu,"Movie Title: 1940 Lo Oka Gramam. Directed by: Narasimha Nandi. Starring: Bala Aditya, Shree. Released in: 2010."
Yemaindi Ee Vela,Sampath Nandi,"Varun Sandesh, Nisha Aggarwal",2010,Telugu,"Movie Title: Yemaindi Ee Vela. Directed by: Sampath Nandi. Starring: Varun Sandesh, Nisha Aggarwal. Released in: 2010."
Bendu Apparao R.M.P.,E. V. V. Satyanarayana,"Allari Naresh, Kamna Jethmalani",2009,Telugu,"Movie Title: Bendu Apparao R.M.P.. Directed by: E. V. V. Satyanarayana. Starring: Allari Naresh, Kamna Jethmalani. Released in: 2009."
Ek Niranjan,Puri Jagannadh,"Prabhas, Kangana Ranaut, Sonu Sood",2009,Telugu,"Movie Title: Ek Niranjan. Directed by: Puri Jagannadh. Starring: Prabhas, Kangana Ranaut, Sonu Sood. Released in: 2009."
Bank,Arun Kumar,"Jackie Shroff, Raghuvaran, Abbas, Veda",2009,Telugu,"Movie Title: Bank. Directed by: Arun Kumar. Starring: Jackie Shroff, Raghuvaran, Abbas, Veda. Released in: 2009."
Konchem Ishtam Konchem Kashtam,Kishore Kumar,"Siddharth, Tamannaah",2009,Telugu,"Movie Title: Konchem Ishtam Konchem Kashtam. Directed by: Kishore Kumar. Starring: Siddharth, Tamannaah. Released in: 2009."
Satyameva Jayathe,Jeevitha,"Rajasekhar, Atul Kulkarni",2009,Telugu,"Movie Title: Satyameva Jayathe. Directed by: Jeevitha. Starring: Rajasekhar, Atul Kulkarni. Released in: 2009."
Siddham,J. D. Chakravarthy,"Jagapati Babu, Sindhu Menon",2009,Telugu,"Movie Title: Siddham. Directed by: J. D. Chakravarthy. Starring: Jagapati Babu, Sindhu Menon. Released in: 2009."
Drona,J. Karun Kumar,"Nitin, Priyamani, Mukesh Rishi, Kelly Dorjee",2009,Telugu,"Movie Title: Drona. Directed by: J. Karun Kumar. Starring: Nitin, Priyamani, Mukesh Rishi, Kelly Dorjee. Released in: 2009."
Naa Girlfriend Baga Rich,M. Nagendra Kumar,"Sivaji, Kaveri Jha",2009,Telugu,"Movie Title: Naa Girlfriend Baga Rich. Directed by: M. Nagendra Kumar. Starring: Sivaji, Kaveri Jha. Released in: 2009."
Shh...,Hari Charan Prasad,"Shafi, Mithuna",2009,Telugu,"Movie Title: Shh.... Directed by: Hari Charan Prasad. Starring: Shafi, Mithuna. Released in: 2009."
Aa Okkadu,N. S. Murthy,"Ajay, Madhurima, Suresh Gopi, Sai Srujan",2009,Telugu,"Movie Title: Aa Okkadu. Directed by: N. S. Murthy. Starring: Ajay, Madhurima, Suresh Gopi, Sai Srujan. Released in: 2009."
Malli Malli,Raaj Adithya,"Skanda, Kalyanee",2009,Telugu,"Movie Title: Malli Malli. Directed by: Raaj Adithya. Starring: Skanda, Kalyanee. Released in: 2009."
Sontha Ooru,P. Sunil Kumar Reddy,"Raja, Theertha",2009,Telugu,"Movie Title: Sontha Ooru. Directed by: P. Sunil Kumar Reddy. Starring: Raja, Theertha. Released in: 2009."
Manorama,V. Eeswar Reddy,"Charmy, Nishan",2009,Telugu,"Movie Title: Manorama. Directed by: V. Eeswar Reddy. Starring: Charmy, Nishan. Released in: 2009."
Billa,Meher Ramesh,"Prabhas, Anushka",2009,Telugu,"Movie Title: Billa. Directed by: Meher Ramesh. Starring: Prabhas, Anushka. Released in: 2009."
Punnami Naagu,A. Kodandarami Reddy,"Mumaith Khan, Rajiv Kanakala",2009,Telugu,"Movie Title: Punnami Naagu. Directed by: A. Kodandarami Reddy. Starring: Mumaith Khan, Rajiv Kanakala. Released in: 2009."
Mitrudu,Mahadev,"Bala Krishna, Priyamani",2009,Telugu,"Movie Title: Mitrudu. Directed by: Mahadev. Starring: Bala Krishna, Priyamani. Released in: 2009."
Mesthri,Suresh Krishna,"Dasari Narayana Rao, Mohan Babu, Vijay Kumar",2009,Telugu,"Movie Title: Mesthri. Directed by: Suresh Krishna. Starring: Dasari Narayana Rao, Mohan Babu, Vijay Kumar. Released in: 2009."
Kick,Surender Reddy,"Ravi Teja, Ileana D'Cruz, Shaam",2009,Telugu,"Movie Title: Kick. Directed by: Surender Reddy. Starring: Ravi Teja, Ileana D'Cruz, Shaam. Released in: 2009."
Arundhati,Kodi Ramakrishna,"Anushka, Sonu Sood",2009,Telugu,"Movie Title: Arundhati. Directed by: Kodi Ramakrishna. Starring: Anushka, Sonu Sood. Released in: 2009."
Indumathi,Harsha P Reddy,"Shweta Bhardwaj, Sivaji",2009,Telugu,"Movie Title: Indumathi. Directed by: Harsha P Reddy. Starring: Shweta Bhardwaj, Sivaji. Released in: 2009."
Vinayakudu,Sai Kiran Adivi,"Sonia Deepti, Chinni Jayaram Yadav",2008,Telugu,"Movie Title: Vinayakudu. Directed by: Sai Kiran Adivi. Starring: Sonia Deepti, Chinni Jayaram Yadav. Released in: 2008."
Andamaina Abaddam,Raviraja Pinisetty,"Raja, Kamna Jethmalani",2008,Telugu,"Movie Title: Andamaina Abaddam. Directed by: Raviraja Pinisetty. Starring: Raja, Kamna Jethmalani. Released in: 2008."
Chedugudu,P R Nagaraju,"Jayanth, Shwetha, Sayaji Shinde",2008,Telugu,"Movie Title: Chedugudu. Directed by: P R Nagaraju. Starring: Jayanth, Shwetha, Sayaji Shinde. Released in: 2008."
City Life,Souda,"Venu Madhav, Aziz, Koutilya, Sonu, Ameer, Moloni Patel",2008,Telugu,"Movie Title: City Life. Directed by: Souda. Starring: Venu Madhav, Aziz, Koutilya, Sonu, Ameer, Moloni Patel. Released in: 2008."
